pff_PLAYID,pff_GAMEID,pff_EXPECTED_POINTS_ADDED,target_name,offense,week,down,quarter,distance,game_clock,completion,yards
6344593,28776,-0.569,J. Michael Sturdivant,FLUN,1,1,1,10,5:43,0,0
6344619,28776,0.984,Vernell Brown III,FLUN,1,2,1,10,5:40,1,14
6345414,28776,-0.694,Eugene Wilson III,FLUN,1,2,1,13,4:23,1,0
6345382,28776,-1.125,Eugene Wilson III,FLUN,1,1,1,10,0:50,1,-4
6347521,28776,-2.049,Vernell Brown III,FLUN,1,3,2,10,15:00,0,0
6347649,28776,0.365,Vernell Brown III,FLUN,1,2,2,1,12:06,1,24
6347664,28776,-0.942,Eugene Wilson III,FLUN,1,1,2,10,11:23,1,-4
6347839,28776,-1.279,Eugene Wilson III,FLUN,1,3,2,9,10:06,1,3
6347936,28776,2.206,Eugene Wilson III,FLUN,1,3,2,4,7:10,1,4
6348102,28776,1.427,Hayden Hansen,FLUN,1,2,2,10,4:57,1,16
6348161,28776,1.062,Hayden Hansen,FLUN,1,1,2,4,3:33,1,4
6348341,28776,0.476,Hayden Hansen,FLUN,1,1,2,10,1:51,1,7
6348348,28776,1.134,J. Michael Sturdivant,FLUN,1,2,2,3,1:33,0,0
6348370,28776,-1.235,Ja'Kobi Jackson,FLUN,1,1,2,5,1:28,1,-1
6348382,28776,2.008,Vernell Brown III,FLUN,1,2,2,6,1:20,1,41
6348409,28776,2.848,J. Michael Sturdivant,FLUN,1,3,2,8,0:16,1,8
6349343,28776,1.232,TJ Abrams,FLUN,1,2,3,6,13:10,1,21
6349355,28776,0.01,Muizz Tounkara,FLUN,1,1,3,10,12:44,1,4
6349367,28776,-0.066,KD Daniels,FLUN,1,2,3,6,12:08,1,3
6349444,28776,-0.285,Duke Clark,FLUN,1,2,3,5,8:07,1,3
6349556,28776,-2.47,Muizz Tounkara,FLUN,1,3,3,2,7:41,0,0
6349885,28776,1.757,TJ Abrams,FLUN,1,1,3,10,5:01,1,32
6349910,28776,0.558,Naeshaun Montgomery,FLUN,1,1,3,10,3:55,1,7
6350043,28776,1.72,Tony Livingston,FLUN,1,2,3,4,2:11,1,4
6351035,28776,-0.835,Duke Clark,FLUN,1,1,4,10,15:00,0,0
6339758,28778,-1.587,Lawson Luckie,GAUN,1,3,3,5,10:35,0,0
6340127,28778,0.858,Colbie Young,GAUN,1,2,3,3,7:42,1,24
6340302,28778,2.258,London Humphreys,GAUN,1,4,3,2,3:57,1,2
6340604,28778,-0.332,Chauncey Bowens,GAUN,1,1,3,10,2:19,1,3
6340857,28778,0.484,Thomas Blackshear,GAUN,1,1,4,10,15:00,1,14
6340888,28778,2.394,Elyiss Williams,GAUN,1,1,4,10,14:26,1,23
6341495,28778,2.976,Sacovie White-Helton,GAUN,1,3,4,9,9:23,1,12
6341555,28778,-1.625,Bo Walker,GAUN,1,3,4,7,7:39,0,0
6341968,28778,0.393,Tyler J. Williams,GAUN,1,1,4,10,3:48,1,7
6342138,28778,-1.587,Josh McCray,GAUN,1,3,4,5,1:26,0,0
6339517,28780,1.584,Jonathan Brady,INUN,1,3,4,3,5:41,1,4
6339532,28780,-0.88,Jonathan Brady,INUN,1,1,4,10,5:08,0,0
6339554,28780,0.915,Jonathan Brady,INUN,1,2,4,10,5:02,0,0
6339586,28780,0.156,Charlie Becker,INUN,1,2,4,5,4:58,1,4
6339769,28780,1.142,Elijah Sarratt,INUN,1,2,4,7,2:00,1,22
6341301,28781,0.832,Addison Ostrenga,IAUN,1,1,1,10,14:25,1,8
6341306,28781,-0.932,Seth Anderson,IAUN,1,2,1,2,13:48,0,0
6341338,28781,0.547,Hayden Large,IAUN,1,3,1,2,11:45,1,6
6341351,28781,-0.419,Sam Phillips,IAUN,1,1,1,10,9:45,0,0
6341361,28781,-1.524,TJ Washington Jr.,IAUN,1,3,1,7,9:00,0,0
6342202,28781,-0.979,Jacob Gill,IAUN,1,1,1,10,2:19,0,0
6342206,28781,-1.141,Seth Anderson,IAUN,1,2,1,10,2:11,0,0
6342216,28781,-0.593,KJ Parker,IAUN,1,3,1,10,1:36,0,0
6344215,28781,0.18,Seth Anderson,IAUN,1,1,2,10,10:14,1,5
6344487,28781,2.258,Kaden Wetjen,IAUN,1,4,2,2,1:54,1,2
6347404,28781,-0.198,Xavier Williams,IAUN,1,3,3,4,11:06,1,3
6348056,28781,-0.211,TJ Washington Jr.,IAUN,1,1,3,10,8:20,1,2
6348193,28781,-0.529,KJ Parker,IAUN,1,2,3,8,7:39,1,7
6348414,28781,2.451,Jacob Gill,IAUN,1,3,3,10,6:28,1,13
6349551,28781,1.096,Zach Ortwerth,IAUN,1,3,3,3,1:17,1,5
6350443,28781,-0.036,Seth Anderson,IAUN,1,1,4,10,8:42,1,4
6339911,28782,-1.132,Dylan Lee,IAST,1,2,3,14,4:00,1,0
6339929,28782,3.344,Xavier Townsend,IAST,1,3,3,14,3:22,0,0
6340111,28782,0.981,Xavier Townsend,IAST,1,2,3,9,0:40,1,10
6340321,28782,-0.733,Chase Sowell,IAST,1,2,4,6,14:15,0,0
6340354,28782,1.118,Carson Brown,IAST,1,3,4,6,14:11,1,9
6340411,28782,0.871,Tripp Walsh,IAST,1,2,4,11,12:55,1,9
6342919,28784,-0.961,Garrett Oakley,KSST,1,1,1,10,14:56,0,0
6342930,28784,-0.319,Garrett Oakley,KSST,1,3,1,10,14:19,1,9
6343049,28784,0.184,Jayce Brown,KSST,1,1,1,10,11:37,1,6
6343060,28784,-1.44,Jayce Brown,KSST,1,2,1,4,11:10,1,-1
6343071,28784,-0.698,Jayce Brown,KSST,1,3,1,5,10:35,1,4
6343095,28784,1.2,Jayce Brown,KSST,1,1,1,10,9:15,1,9
6343123,28784,3.165,Will Swanson,KSST,1,4,1,1,7:25,1,38
6343141,28784,-0.4,Brayden Loftin,KSST,1,1,1,10,6:44,0,0
6343384,28784,-0.91,Jerand Bradley,KSST,1,1,1,10,2:48,0,0
6343438,28784,-1.153,Jaron Tibbs,KSST,1,2,1,10,2:45,0,0
6343492,28784,3.34,Jayce Brown,KSST,1,3,1,10,2:41,1,19
6343526,28784,0.101,Jerand Bradley,KSST,1,1,1,10,2:33,1,5
6343701,28784,3.364,Jayce Brown,KSST,1,2,1,5,2:02,1,44
6346336,28784,1.87,DeVon Rice,KSST,1,1,2,10,14:53,1,27
6346407,28784,-0.718,Jayce Brown,KSST,1,1,2,10,14:29,0,0
6346457,28784,-0.29,Adonis Moise,KSST,1,2,2,10,14:22,1,4
6346522,28784,-2.032,Jaron Tibbs,KSST,1,3,2,6,13:47,0,0
6347498,28784,0.864,Will Swanson,KSST,1,2,2,5,6:50,1,8
6347572,28784,0.317,Jaron Tibbs,KSST,1,2,2,3,5:37,1,10
6347638,28784,2.502,Jaron Tibbs,KSST,1,2,2,4,4:24,1,30
6348795,28784,1.716,Jerand Bradley,KSST,1,3,3,5,12:09,1,8
6349460,28784,-0.064,Jayce Brown,KSST,1,1,3,10,11:50,1,4
6349485,28784,-0.492,Brayden Loftin,KSST,1,1,3,10,10:12,0,0
6350625,28784,-0.25,Jayce Brown,KSST,1,1,3,10,7:39,1,4
6350642,28784,-0.174,Brayden Loftin,KSST,1,2,3,6,7:03,1,4
6350660,28784,1.884,Jerand Bradley,KSST,1,3,3,2,6:25,1,11
6350734,28784,-0.513,Garrett Oakley,KSST,1,2,3,1,4:06,1,12
6350852,28784,-0.938,Jayce Brown,KSST,1,1,3,10,1:33,1,-1
6350865,28784,1.689,Adonis Moise,KSST,1,2,3,11,0:54,0,0
6350889,28784,-0.842,Garrett Oakley,KSST,1,2,3,6,0:09,0,0
6339466,28790,1.011,Dacari Collins,KYLO,1,1,4,10,13:09,1,16
6339506,28790,0.258,Shaun Boykins Jr.,KYLO,1,2,4,7,11:49,1,5
6339627,28790,-2.399,Terrence McWilliams Jr.,KYLO,1,3,4,2,8:32,0,0
6344030,28794,0.899,Semaj Morgan,MIUN,1,1,1,10,14:54,1,11
6344043,28794,2.111,Semaj Morgan,MIUN,1,3,1,6,13:33,1,7
6344052,28794,-0.807,Channing Goodwin,MIUN,1,1,1,10,13:12,0,0
6344585,28794,0.799,Donaven McCulley,MIUN,1,1,1,10,11:12,1,8
6344639,28794,1.417,Marlin Klein,MIUN,1,1,1,10,9:25,1,25
6345113,28794,0.167,Max Bredeson,MIUN,1,2,1,7,5:05,1,4
6346063,28794,1.881,Marlin Klein,MIUN,1,2,1,8,2:05,1,14
6346148,28794,-0.854,Fredrick Moore,MIUN,1,1,1,10,1:41,0,0
6346279,28794,-1.096,Donaven McCulley,MIUN,1,3,1,8,1:01,1,7
6346889,28794,-0.93,Donaven McCulley,MIUN,1,1,2,10,11:27,0,0
6346991,28794,-1.365,Marlin Klein,MIUN,1,3,2,7,10:35,0,0
6348510,28794,-1.257,Justice Haynes,MIUN,1,1,2,10,1:56,1,-2
6348637,28794,4.973,Channing Goodwin,MIUN,1,3,2,14,1:31,1,39
6348756,28794,0.906,Donaven McCulley,MIUN,1,2,2,9,1:01,1,9
6348791,28794,0.551,Semaj Morgan,MIUN,1,1,2,10,0:53,1,7
6348939,28794,2.201,Marlin Klein,MIUN,1,1,2,10,0:30,1,15
6350626,28794,2.331,Marlin Klein,MIUN,1,1,3,10,13:06,1,27
6350657,28794,2.293,Kendrick Bell,MIUN,1,2,3,7,12:21,1,30
6350673,28794,-0.588,Channing Goodwin,MIUN,1,1,3,10,11:52,0,0
6350694,28794,0.923,Channing Goodwin,MIUN,1,2,3,10,11:46,1,10
6350733,28794,-0.5,Andrew Marsh,MIUN,1,1,3,10,11:12,0,0
6350868,28794,-1.616,Marlin Klein,MIUN,1,3,3,7,10:29,0,0
6345246,28797,0.934,Dae'Quan Wright,MSUN,1,1,1,10,11:21,1,14
6345284,28797,0.659,Harrison Wallace III,MSUN,1,1,1,10,11:02,1,13
6345325,28797,2.921,Dae'Quan Wright,MSUN,1,1,1,10,10:39,1,38
6345594,28797,0.83,Cayden Lee,MSUN,1,1,1,10,8:34,0,0
6345646,28797,-6.017,Harrison Wallace III,MSUN,1,1,1,10,8:27,0,0
6345987,28797,3.144,Winston Watkins Jr.,MSUN,1,1,1,20,3:40,1,28
6346045,28797,1.098,Caleb Odom,MSUN,1,1,1,10,2:53,1,9
6346104,28797,-4.61,Dae'Quan Wright,MSUN,1,1,1,10,2:07,0,0
6346580,28797,3.213,Harrison Wallace III,MSUN,1,1,2,10,14:04,1,47
6346730,28797,-1.407,Cayden Lee,MSUN,1,3,2,10,11:38,0,0
6347852,28797,1.009,Dae'Quan Wright,MSUN,1,1,2,10,10:26,1,19
6347948,28797,1.251,Harrison Wallace III,MSUN,1,2,2,10,10:00,1,20
6349090,28797,0.789,Deuce Alexander,MSUN,1,1,2,10,5:19,1,8
6349276,28797,-0.637,Deuce Alexander,MSUN,1,1,2,10,2:08,0,0
6349323,28797,1.119,Cayden Lee,MSUN,1,2,2,10,2:01,1,9
6349523,28797,0.001,Caleb Odom,MSUN,1,3,2,1,1:56,1,4
6349548,28797,0.014,Cayden Lee,MSUN,1,1,2,10,1:50,1,4
6349553,28797,0.266,Dae'Quan Wright,MSUN,1,2,2,6,1:33,1,7
6349661,28797,1.914,De'Zhaun Stribling,MSUN,1,3,2,5,0:40,1,8
6340035,28803,-0.238,Deion Burks,OKUN,1,1,1,10,15:00,1,4
6340051,28803,-1.188,Jaren Kanak,OKUN,1,3,1,6,14:05,1,3
6340393,28803,-1.121,Isaiah Sategna III,OKUN,1,2,1,8,9:15,0,0
6340453,28803,-2.596,Jaren Kanak,OKUN,1,3,1,8,9:08,1,18
6340802,28803,2.407,Deion Burks,OKUN,1,1,1,10,5:43,1,28
6340843,28803,0.95,Keontez Lewis,OKUN,1,1,1,10,5:30,1,14
6340897,28803,-0.249,Tory Blaylock,OKUN,1,2,1,4,3:19,1,2
6340951,28803,-0.542,Isaiah Sategna III,OKUN,1,1,1,10,1:54,1,0
6340986,28803,2.488,Jacob Jordan,OKUN,1,2,1,10,1:21,1,27
6342226,28803,3.593,Jaren Kanak,OKUN,1,2,2,8,12:10,1,48
6342239,28803,-0.525,Keontez Lewis,OKUN,1,1,2,10,11:45,0,0
6342252,28803,3.037,Deion Burks,OKUN,1,2,2,10,11:41,1,27
6342634,28803,2.2,Isaiah Sategna III,OKUN,1,2,2,9,7:50,1,16
6342654,28803,-0.173,Keontez Lewis,OKUN,1,1,2,10,7:27,1,4
6342670,28803,0.364,Deion Burks,OKUN,1,2,2,6,6:57,1,5
6342743,28803,-0.849,Jer'Michael Carter,OKUN,1,2,2,14,3:17,0,0
6342750,28803,2.227,Tory Blaylock,OKUN,1,3,2,14,3:11,1,16
6342781,28803,1.003,Jaren Kanak,OKUN,1,2,2,12,2:00,1,12
6344434,28803,-0.409,Deion Burks,OKUN,1,2,3,12,11:26,1,5
6344655,28803,-3.564,Deion Burks,OKUN,1,2,3,11,8:30,0,0
6345174,28803,2.118,Keontez Lewis,OKUN,1,3,3,4,5:14,1,8
6345237,28803,0.269,Xavier Robinson,OKUN,1,1,3,10,4:53,1,6
6345590,28803,0.55,Carson Kent,OKUN,1,1,3,10,1:07,1,7
6345661,28803,0,Isaiah Sategna III,OKUN,1,2,3,3,0:28,0,0
6345755,28803,-0.039,Keontez Lewis,OKUN,1,2,3,3,0:18,1,6
6345828,28803,2.544,Keontez Lewis,OKUN,1,1,4,10,15:00,1,28
6346345,28803,2.36,Keontez Lewis,OKUN,1,2,4,13,12:42,1,19
6346473,28803,-0.574,Jaydn Ott,OKUN,1,1,4,15,12:00,0,0
6346527,28803,0.008,Deion Burks,OKUN,1,2,4,15,11:56,1,7
6346600,28803,-0.106,Xavier Robinson,OKUN,1,3,4,8,11:20,1,6
6346668,28803,-3.712,Jaren Kanak,OKUN,1,4,4,2,10:59,0,0
6347174,28803,0.21,Jaren Kanak,OKUN,1,1,4,10,8:35,1,6
6347223,28803,1.339,Will Huggins,OKUN,1,2,4,4,8:10,1,15
6347278,28803,0.658,Deion Burks,OKUN,1,1,4,10,7:51,1,12
6347373,28803,0.609,Keontez Lewis,OKUN,1,2,4,5,6:26,1,15
6347560,28803,-0.111,Keontez Lewis,OKUN,1,2,4,13,5:16,1,5
6347643,28803,3.282,Keontez Lewis,OKUN,1,3,4,8,4:40,1,20
6339881,28804,-0.209,Gary Bryant Jr.,ORUN,1,1,3,10,10:10,1,4
6339894,28804,0.954,Dakorien Moore,ORUN,1,2,3,6,9:47,1,6
6339913,28804,-0.149,Makhi Hughes,ORUN,1,1,3,10,9:09,1,4
6339956,28804,-1.775,Makhi Hughes,ORUN,1,3,3,4,7:47,1,5
6339998,28804,4.52,Jay Harris,ORUN,1,3,3,14,7:23,1,50
6340003,28804,2.181,Gary Bryant Jr.,ORUN,1,1,3,10,6:50,1,14
6340555,28804,-0.727,Dierre Hill Jr.,ORUN,1,1,3,10,1:06,0,0
6340596,28804,2.336,Kyler Kasper,ORUN,1,2,3,10,1:01,1,40
6339655,28806,0.857,Nicholas Singleton,PAST,1,1,3,10,4:47,1,22
6339694,28806,-1.577,Kaytron Allen,PAST,1,3,3,8,4:06,1,-1
6340327,28806,1.661,Cam Wallace,PAST,1,2,4,5,14:07,1,12
6340338,28806,-0.961,Liam Clifford,PAST,1,1,4,10,13:25,0,0
6340433,28806,3.094,Andrew Rappleyea,PAST,1,3,4,7,12:33,1,26
6340497,28806,1.261,Khalil Dinkins,PAST,1,1,4,10,12:00,1,24
6340622,28806,1.044,Tyseer Denmark,PAST,1,3,4,13,9:16,1,11
6340697,28806,-0.53,Liam Clifford,PAST,1,2,4,6,7:49,0,0
6341157,28806,-0.192,Andrew Rappleyea,PAST,1,2,4,1,3:56,1,5
6341214,28806,0.097,Tyseer Denmark,PAST,1,2,4,10,2:54,1,6
6341228,28806,-1.097,Andrew Rappleyea,PAST,1,3,4,4,2:32,1,2
6349769,28809,0.476,Jordan Hudson,TXMU,1,1,1,10,15:00,1,7
6349777,28809,4.366,Romello Brinson,TXMU,1,1,1,10,14:18,1,63
6350177,28809,0.8,Jalen Cooper,TXMU,1,2,1,1,8:51,1,12
6350195,28809,1.204,Jalen Cooper,TXMU,1,1,1,10,8:33,1,9
6350227,28809,-0.798,Matthew Hibner,TXMU,1,1,1,10,7:49,0,0
6343323,28813,1.155,KC Concepcion,TXAM,1,1,1,10,14:58,1,15
6343352,28813,-1.658,Terry Bussey,TXAM,1,1,1,10,14:36,0,0
6343370,28813,-0.781,Le'Veon Moss,TXAM,1,1,1,20,14:30,1,-2
6343385,28813,-0.988,Rueben Owens II,TXAM,1,2,1,22,13:46,1,1
6343401,28813,-0.521,Ashton Bethel-Roman,TXAM,1,3,1,21,13:10,0,0
6344980,28813,1.495,Nate Boerkircher,TXAM,1,2,1,8,1:11,1,13
6345030,28813,-0.727,KC Concepcion,TXAM,1,1,1,10,0:33,0,0
6345198,28813,3.532,KC Concepcion,TXAM,1,3,2,17,14:34,1,26
6345260,28813,0.165,Terry Bussey,TXAM,1,1,2,10,13:53,1,5
6345316,28813,2.412,Mario Craver,TXAM,1,2,2,5,13:22,1,24
6346268,28813,-0.121,Nate Boerkircher,TXAM,1,1,2,10,7:50,1,4
6346387,28813,1.94,Ashton Bethel-Roman,TXAM,1,3,2,4,6:54,1,20
6346491,28813,3.353,KC Concepcion,TXAM,1,2,2,12,5:48,1,31
6347274,28813,-0.948,Mario Craver,TXAM,1,1,2,10,0:52,0,0
6347330,28813,1.949,Mario Craver,TXAM,1,2,2,10,0:46,1,13
6347375,28813,-0.854,Ashton Bethel-Roman,TXAM,1,1,2,10,0:39,0,0
6347462,28813,2.113,Mario Craver,TXAM,1,3,2,6,0:26,1,10
6347520,28813,-0.718,Theo Melin Ohrstrom,TXAM,1,1,2,10,0:21,0,0
6347588,28813,-1.583,Terry Bussey,TXAM,1,3,2,10,0:12,0,0
6349351,28813,-1.179,Ashton Bethel-Roman,TXAM,1,2,3,8,14:13,0,0
6343825,28815,0.452,Caleb Douglas,TXTC,1,1,1,10,12:51,1,12
6343916,28815,1.971,Reggie Virgil,TXTC,1,2,1,5,11:47,1,9
6345209,28815,2.341,Terrance Carter Jr.,TXTC,1,1,1,10,10:19,1,21
6345599,28815,0.803,Johncarlos Miller II,TXTC,1,1,1,10,7:18,1,17
6345663,28815,0.154,Coy Eakin,TXTC,1,1,1,10,6:45,1,5
6345730,28815,1.033,Reggie Virgil,TXTC,1,3,1,5,6:01,1,10
6345763,28815,-0.453,Reggie Virgil,TXTC,1,1,1,10,5:40,0,0
6349630,28815,-2.133,Coy Eakin,TXTC,1,3,1,3,5:06,0,0
6346029,28815,-0.502,Reggie Virgil,TXTC,1,2,1,3,2:23,0,0
6346062,28815,2.161,Terrance Carter Jr.,TXTC,1,3,1,3,2:19,1,9
6346304,28815,0.721,Caleb Douglas,TXTC,1,1,2,10,15:00,1,13
6346324,28815,-0.525,Coy Eakin,TXTC,1,1,2,10,14:42,1,1
6346358,28815,-0.915,Caleb Douglas,TXTC,1,2,2,9,14:13,0,0
6346380,28815,4.542,Coy Eakin,TXTC,1,3,2,9,14:07,1,41
6346571,28815,-1.124,J'Koby Williams,TXTC,1,1,2,10,12:02,1,-1
6346602,28815,-0.141,T.J. West,TXTC,1,2,2,11,11:31,1,6
6346633,28815,2.413,T.J. West,TXTC,1,3,2,5,10:54,1,9
6346665,28815,0.829,Terrance Carter Jr.,TXTC,1,1,2,10,10:35,1,12
6346690,28815,0.839,Reggie Virgil,TXTC,1,1,2,10,10:10,1,16
6346749,28815,0.465,Reggie Virgil,TXTC,1,2,2,4,9:33,1,21
6348983,28815,0.549,Johncarlos Miller II,TXTC,1,1,2,10,6:41,1,7
6349037,28815,0.357,Caleb Douglas,TXTC,1,2,2,3,6:13,1,19
6349079,28815,-0.589,Caleb Douglas,TXTC,1,2,2,6,4:59,0,0
6349132,28815,-1.645,Micah Hudson,TXTC,1,3,2,6,4:54,0,0
6349957,28815,0.898,Micah Hudson,TXTC,1,1,2,10,2:15,1,19
6344539,28821,-0.025,Makai Lemon,CASC,1,1,1,10,10:06,1,5
6344588,28821,1.574,Ja'Kobi Lane,CASC,1,2,1,5,9:48,1,16
6344618,28821,0.081,Makai Lemon,CASC,1,1,1,10,9:00,1,5
6344646,28821,0.801,Makai Lemon,CASC,1,2,1,5,8:23,1,12
6345035,28821,-1.185,Ja'Kobi Lane,CASC,1,2,1,7,4:48,0,0
6345054,28821,3.105,Makai Lemon,CASC,1,3,1,7,4:43,1,17
6345159,28821,-0.833,Makai Lemon,CASC,1,2,1,5,2:37,0,0
6345187,28821,1.365,Ja'Kobi Lane,CASC,1,3,1,5,2:32,1,13
6345456,28821,4.439,Lake McRee,CASC,1,1,2,10,13:30,1,64
6346624,28821,0.796,Lake McRee,CASC,1,2,2,9,7:20,1,8
6347088,28821,1.397,Makai Lemon,CASC,1,1,2,10,6:08,1,26
6347111,28821,0.49,Waymond Jordan,CASC,1,1,2,10,5:23,1,16
6347127,28821,0.045,Ja'Kobi Lane,CASC,1,1,2,10,4:52,1,4
6347382,28821,1.372,Tanook Hines,CASC,1,2,2,6,4:18,1,11
6348604,28821,1.178,Makai Lemon,CASC,1,1,2,10,1:34,1,13
6348650,28821,2.075,Makai Lemon,CASC,1,2,2,11,1:06,1,12
6348777,28821,6.085,Eli Sanders,CASC,1,2,2,10,0:38,1,73
6350172,28821,1.545,Zacharyus Williams,CASC,1,2,3,4,14:24,1,4
6350272,28821,0.542,Carson Tabaracci,CASC,1,1,3,10,11:56,0,0
6350320,28821,0.554,Walker Lyons,CASC,1,1,3,10,11:51,1,7
6342355,28823,0.784,Kayleb Barnett,TNVA,1,1,1,10,13:41,1,13
6342464,28823,0.793,Tre Richardson,TNVA,1,1,1,10,11:36,1,8
6342517,28823,-0.175,Tre Richardson,TNVA,1,2,1,2,11:01,1,12
6342643,28823,1.959,Kayleb Barnett,TNVA,1,1,1,9,10:18,1,9
6343340,28823,1.557,Eli Stowers,TNVA,1,1,1,10,8:31,1,41
6343361,28823,-0.413,Junior Sherrill,TNVA,1,1,1,10,7:54,0,0
6343390,28823,3.157,Junior Sherrill,TNVA,1,3,1,10,7:03,1,12
6343513,28823,-1.254,Martel Hight,TNVA,1,2,1,2,2:25,0,0
6343692,28823,-0.952,AJ Newberry,TNVA,1,1,1,10,1:38,0,0
6343743,28823,1.895,Tre Richardson,TNVA,1,2,1,10,1:32,1,12
6343839,28823,1.271,Tre Richardson,TNVA,1,2,1,5,0:21,1,17
6345363,28823,-0.656,Martel Hight,TNVA,1,1,2,10,15:00,1,0
6345748,28823,1.55,Richie Hoskins,TNVA,1,3,2,5,11:07,1,8
6346271,28823,1.143,Martel Hight,TNVA,1,1,2,10,9:14,1,17
6347121,28823,0.828,Kayleb Barnett,TNVA,1,1,2,10,5:03,1,8
6347167,28823,-1.058,Makhilyn Young,TNVA,1,2,2,2,4:21,0,0
6347252,28823,0,Trent Hudson,TNVA,1,1,2,10,3:33,0,0
6347312,28823,1.099,Tre Richardson,TNVA,1,1,2,10,3:28,1,25
6347357,28823,2.481,Sedrick Alexander,TNVA,1,1,2,10,3:17,1,26
6347895,28823,3.341,Eli Stowers,TNVA,1,2,2,13,0:47,1,27
6347920,28823,1.004,Junior Sherrill,TNVA,1,1,2,10,0:33,1,17
6347938,28823,-1.469,Richie Hoskins,TNVA,1,1,2,10,0:27,1,43
6347968,28823,-1.179,Junior Sherrill,TNVA,1,1,2,20,0:17,1,20
6347996,28823,0,Eli Stowers,TNVA,1,1,2,30,0:11,1,18
6348518,28823,0.361,Junior Sherrill,TNVA,1,2,3,3,13:14,1,4
6348624,28823,-0.848,Richie Hoskins,TNVA,1,2,3,5,11:46,1,1
6348733,28823,-1.389,Cole Spence,TNVA,1,3,3,9,10:38,0,0
6350459,28823,-0.475,Eli Stowers,TNVA,1,1,3,10,8:14,1,0
6350506,28823,2.216,Eli Stowers,TNVA,1,2,3,19,5:54,0,0
6350747,28823,0.07,Brycen Coleman,TNVA,1,2,4,9,13:37,1,5
6350766,28823,0.901,Martel Hight,TNVA,1,3,4,4,12:52,0,0
6350786,28823,-0.46,Martel Hight,TNVA,1,1,4,10,12:47,0,0
6350819,28823,-1.447,Brycen Coleman,TNVA,1,3,4,8,11:56,0,0
6340073,28824,1.57,Jahmal Edrine,VAUN,1,1,1,10,13:19,1,13
6340101,28824,-0.598,Trell Harris,VAUN,1,1,1,10,13:03,0,0
6340381,28824,-1.915,Dakota Twitty,VAUN,1,3,1,9,12:16,0,0
6340758,28824,-3.405,Jayden Thomas,VAUN,1,4,1,2,7:54,0,0
6341209,28824,-1.144,Jayden Thomas,VAUN,1,2,1,13,4:02,0,0
6341471,28824,-0.268,J'Mari Taylor,VAUN,1,2,1,9,1:35,1,4
6341499,28824,4.112,Cam Ross,VAUN,1,3,1,5,0:50,1,46
6341995,28824,0.47,Jahmal Edrine,VAUN,1,2,2,6,13:11,1,9
6342009,28824,-0.492,Xavier Brown,VAUN,1,1,2,10,12:53,0,0
6342022,28824,0.779,Cam Ross,VAUN,1,2,2,10,12:48,1,13
6342027,28824,0.797,Dakota Twitty,VAUN,1,1,2,10,12:28,1,8
6342428,28824,-0.91,Trell Harris,VAUN,1,1,2,10,10:20,1,5
6342572,28824,-0.991,J'Mari Taylor,VAUN,1,2,2,9,9:23,1,1
6342597,28824,-0.693,J'Mari Taylor,VAUN,1,3,2,8,8:48,1,-1
6343367,28824,2.408,Trell Harris,VAUN,1,1,2,10,6:18,1,29
6343428,28824,-0.696,Cam Ross,VAUN,1,1,2,10,4:03,0,0
6343436,28824,1.37,Trell Harris,VAUN,1,2,2,10,3:56,1,16
6343444,28824,2.577,Cam Ross,VAUN,1,1,2,10,3:35,1,29
6343599,28824,0.162,Cam Ross,VAUN,1,2,2,2,1:18,1,3
6343620,28824,0.868,Cam Ross,VAUN,1,1,2,10,1:11,1,12
6343637,28824,-0.817,Jahmal Edrine,VAUN,1,1,2,10,0:56,0,0
6343655,28824,0.365,Dakota Twitty,VAUN,1,2,2,10,0:52,1,7
6343676,28824,3.773,Trell Harris,VAUN,1,3,2,3,0:43,1,48
6343782,28824,-0.679,Cam Ross,VAUN,1,1,2,2,0:28,0,0
6343820,28824,1.31,Jahmal Edrine,VAUN,1,2,2,2,0:23,1,2
6344670,28824,0.28,Cam Ross,VAUN,1,1,3,10,14:39,1,6
6345172,28824,0.656,Cam Ross,VAUN,1,1,3,10,12:58,1,15
6345293,28824,0.036,Xavier Brown,VAUN,1,1,3,15,12:20,1,4
6347412,28824,-0.798,Noah Vaughn,VAUN,1,1,3,10,0:09,0,0
6347450,28824,0.104,TyLyric Coleman,VAUN,1,2,3,10,0:03,1,6
6347653,28824,0.367,Dillon Newton-Short,VAUN,1,1,4,10,12:39,1,13
6347680,28824,-0.446,Dillon Newton-Short,VAUN,1,1,4,10,12:04,0,0
6347729,28824,-1.428,Dakota Twitty,VAUN,1,3,4,8,11:22,0,0
6348573,28824,0.551,Andre Greene Jr.,VAUN,1,1,4,10,8:51,1,7
6349236,28824,-0.862,John Rogers,VAUN,1,1,4,10,5:14,0,0
6349299,28824,-1.502,John Rogers,VAUN,1,3,4,8,4:35,0,0
6339358,28829,3.289,Germie Bernard,ALUN,1,2,3,10,12:11,1,30
6339371,28829,-0.43,Josh Cuevas,ALUN,1,1,3,10,11:37,1,2
6339377,28829,-0.373,Ryan Coleman-Williams,ALUN,1,2,3,8,11:06,1,3
6339389,28829,-1.907,Germie Bernard,ALUN,1,3,3,5,10:37,0,0
6339415,28829,-2.552,Kevin Riley,ALUN,1,4,3,5,10:31,1,4
6339477,28829,3.68,Jaylin Lucas,FLST,1,1,3,10,10:22,1,64
6339699,28829,-1.57,Rico Scott,ALUN,1,2,3,6,9:22,0,0
