pff_PLAYID,pff_GAMEID,pff_EXPECTED_POINTS_ADDED,target_name,offense,week,down,quarter,distance,game_clock,completion,yards,position,origin,destination
6428488,28952,0.171,Max Reese,MSST,3,1,1,10,06:00,1,5,TE,Eastern Michigan,Mississippi State
6429425,28952,-0.794,Anthony Evans III,MSST,3,3,2,4,12:19,1,3,WR,Georgia,Mississippi State
6429676,28952,0.468,Brenen Thompson,MSST,3,1,2,10,10:47,1,11,WR,Oklahoma,Mississippi State
6429881,28952,0.551,Anthony Evans III,MSST,3,1,2,10,09:27,1,7,WR,Georgia,Mississippi State
6429929,28952,-0.833,Max Reese,MSST,3,1,2,10,08:42,1,-4,TE,Eastern Michigan,Mississippi State
6430006,28952,3.938,Anthony Evans III,MSST,3,3,2,16,07:28,1,22,WR,Georgia,Mississippi State
6430912,28952,-0.56,Brenen Thompson,MSST,3,1,2,10,04:28,0,0,WR,Oklahoma,Mississippi State
6433959,28952,0.554,Ayden Williams,MSST,3,1,3,10,07:02,1,13,WR,Ole Miss,Mississippi State
6423255,28954,2.579,Yamir Knight,TXMU,3,3,2,10,05:56,1,13,WR,James Madison,SMU
6427793,28954,2.034,Yamir Knight,TXMU,3,2,4,15,13:21,1,18,WR,James Madison,SMU
6423428,28957,-0.718,Nathan Leacock,NCUN,3,1,2,10,00:42,0,0,WR,Purdue,North Carolina
6425105,28957,-0.573,Jordan Owens,NCUN,3,3,3,4,07:08,1,3,TE,Oklahoma State,North Carolina
6432335,28960,-0.599,KC Concepcion,TXAM,3,1,1,20,14:17,0,0,WR,NC State,Texas A&M
6432399,28960,-0.997,KC Concepcion,TXAM,3,2,1,20,14:07,0,0,WR,NC State,Texas A&M
6432425,28960,0.19,Mario Craver,TXAM,3,3,1,20,14:01,1,12,WR,Mississippi State,Texas A&M
6433473,28960,8.329,Mario Craver,TXAM,3,2,1,6,09:46,1,86,WR,Mississippi State,Texas A&M
6431488,28961,0.768,Max Klare,OHST,3,1,1,10,06:49,1,14,TE,Purdue,Ohio State
6433888,28961,3.301,Max Klare,OHST,3,3,2,10,02:38,1,16,TE,Purdue,Ohio State
6430486,28962,2.694,Jaden Platt,ARUN,3,1,1,10,15:00,1,34,TE,Texas A&M,Arkansas
6430546,28962,-1.254,O'Mega Blake,ARUN,3,3,1,8,13:40,1,6,WR,Charlotte,Arkansas
6431256,28962,1.708,Harrison Wallace III,MSUN,3,4,1,1,07:25,0,0,WR,Penn State,Ole Miss
6431898,28962,2.124,Jalen Brown,ARUN,3,2,1,10,06:01,1,15,WR,Florida State,Arkansas
6432350,28962,5.347,O'Mega Blake,ARUN,3,3,1,16,00:18,1,30,WR,Charlotte,Arkansas
6432921,28962,1.726,Harrison Wallace III,MSUN,3,2,2,8,14:38,1,9,WR,Penn State,Ole Miss
6433265,28962,0.542,Jalen Brown,ARUN,3,1,2,10,14:16,1,7,WR,Florida State,Arkansas
6433347,28962,-0.824,Raylen Sharpe,ARUN,3,1,2,10,13:36,0,0,WR,Fresno State,Arkansas
6424950,28963,-0.274,Kyron Hudson,PAST,3,1,2,15,07:38,0,0,WR,USC,Penn State
6424975,28963,-1.643,Trebor Pena,PAST,3,3,2,6,06:48,0,0,WR,Syracuse,Penn State
6425794,28963,0.363,Kyron Hudson,PAST,3,1,2,10,00:41,1,11,WR,USC,Penn State
6425825,28963,2.394,Trebor Pena,PAST,3,1,2,10,00:36,1,23,WR,Syracuse,Penn State
6425862,28963,1.0,Trebor Pena,PAST,3,0,2,0,00:32,1,3,WR,Syracuse,Penn State
6426419,28963,-0.985,Devonte Ross,PAST,3,2,3,9,12:29,0,0,WR,Hudson Valley,Penn State
6428633,28963,-0.542,Kyron Hudson,PAST,3,1,4,10,11:37,0,0,WR,USC,Penn State
6429117,28964,-0.932,Nitro Tuggle,INPU,3,3,1,21,11:52,0,0,WR,Georgia,Purdue
6429791,28964,0.799,EJ Horton Jr.,INPU,3,1,1,10,06:08,1,18,WR,Florida Atlantic,Purdue
6429820,28964,0.652,EJ Horton Jr.,INPU,3,1,1,10,05:47,1,21,WR,Florida Atlantic,Purdue
6429947,28964,-4.867,EJ Horton Jr.,INPU,3,3,1,3,04:04,0,0,WR,Florida Atlantic,Purdue
6431544,28964,1.76,Nitro Tuggle,INPU,3,3,2,4,12:13,1,14,WR,Georgia,Purdue
6431565,28964,0.496,Corey Smith,INPU,3,1,2,10,11:42,0,0,WR,Tulsa,Purdue
6433182,28964,-0.059,Michael Jackson III,INPU,3,2,2,2,02:00,1,3,WR,Georgia,Purdue
6423578,28966,1.357,DT Sheffield,NJRU,3,1,2,10,07:25,1,18,WR,North Texas,Rutgers
6424213,28966,0.0,DT Sheffield,NJRU,3,1,2,10,01:04,1,60,WR,North Texas,Rutgers
6424470,28966,-1.7,DT Sheffield,NJRU,3,3,2,4,00:23,0,0,WR,North Texas,Rutgers
6424543,28966,3.047,DT Sheffield,NJRU,3,4,2,4,00:19,1,10,WR,North Texas,Rutgers
6425567,28966,-1.182,DT Sheffield,NJRU,3,2,3,8,14:15,0,0,WR,North Texas,Rutgers
6425614,28966,-0.872,DT Sheffield,NJRU,3,1,3,10,13:32,0,0,WR,North Texas,Rutgers
6426372,28966,2.278,DT Sheffield,NJRU,3,1,3,10,08:25,1,51,WR,North Texas,Rutgers
6433222,28967,-0.914,Tre Richardson,TNVA,3,1,1,10,13:32,0,0,WR,Washburn,Vanderbilt
6433410,28967,0.765,Tre Richardson,TNVA,3,2,1,6,11:11,1,7,WR,Washburn,Vanderbilt
6433661,28970,3.668,Joseph Manjack IV,TXCU,3,2,1,10,13:48,1,44,WR,Houston,TCU
6423251,28972,-1.553,Zachariah Branch,GAUN,3,1,2,10,12:16,1,5,WR,USC,Georgia
6424170,28972,2.935,Noah Thomas,GAUN,3,3,2,5,06:10,0,0,WR,Texas A&M,Georgia
6424971,28972,1.919,Noah Thomas,GAUN,3,2,2,13,00:21,0,0,WR,Texas A&M,Georgia
6427132,28972,-1.766,Zachariah Branch,GAUN,3,3,3,7,04:45,0,0,WR,USC,Georgia
6427447,28972,-1.165,Zachariah Branch,GAUN,3,3,3,8,02:29,1,5,WR,USC,Georgia
6429410,28972,1.312,Zachariah Branch,GAUN,3,1,4,10,06:40,0,0,WR,USC,Georgia
6429823,28972,1.0,Zachariah Branch,GAUN,3,0,4,0,02:32,1,3,WR,USC,Georgia
6424007,28973,0.266,Jack Endries,TXUN,3,2,2,6,14:27,1,4,TE,California,Texas
6427656,28973,0.0,Jack Endries,TXUN,3,3,3,8,11:14,1,6,TE,California,Texas
6428106,28973,-1.022,Jack Endries,TXUN,3,3,3,13,08:05,0,0,TE,California,Texas
6427678,28974,0.489,Terrance Carter Jr.,TXTC,3,1,1,10,11:37,1,10,TE,Louisiana,Texas Tech
6427718,28974,-0.626,Reggie Virgil,TXTC,3,1,1,10,11:29,0,0,WR,Miami (OH),Texas Tech
6427809,28974,-1.759,Reggie Virgil,TXTC,3,3,1,9,10:42,0,0,WR,Miami (OH),Texas Tech
6427863,28974,-2.333,Reggie Virgil,TXTC,3,4,1,9,10:35,0,0,WR,Miami (OH),Texas Tech
6428545,28974,2.399,Terrance Carter Jr.,TXTC,3,3,1,3,07:18,1,14,TE,Louisiana,Texas Tech
6429867,28974,1.23,Terrance Carter Jr.,TXTC,3,2,1,9,00:26,1,23,TE,Louisiana,Texas Tech
6429295,28974,-4.754,Terrance Carter Jr.,TXTC,3,3,2,3,14:27,0,0,TE,Louisiana,Texas Tech
6430995,28974,0.79,Terrance Carter Jr.,TXTC,3,1,2,10,11:09,1,8,TE,Louisiana,Texas Tech
6431602,28974,3.594,Terrance Carter Jr.,TXTC,3,3,2,22,07:00,1,24,TE,Louisiana,Texas Tech
6433924,28977,-0.957,Cooper Barkate,NCDU,3,1,1,10,15:00,0,0,WR,Harvard,Duke
6430504,28985,-0.903,Donavon Greene,VAPI,3,1,1,10,13:04,0,0,WR,Wake Forest,Virginia Tech
6430549,28985,-1.625,Donavon Greene,VAPI,3,3,1,6,12:24,0,0,WR,Wake Forest,Virginia Tech
6433174,28985,-2.368,Isaiah Spencer,VAPI,3,1,2,10,10:25,0,0,WR,Jackson State,Virginia Tech
6423287,28986,0.054,Justin Holmes,PAPT,3,1,2,15,06:29,1,5,TE,Marshall,Pittsburgh
6424395,28986,-1.097,Cam Vaughn,WVUN,3,2,2,8,01:03,0,0,WR,Jacksonville State,West Virginia
6424529,28986,-0.897,Justin Holmes,PAPT,3,1,2,10,00:43,0,0,TE,Marshall,Pittsburgh
6424634,28986,0.288,Cataurus Hicks,PAPT,3,3,2,16,00:30,1,9,WR,Louisville,Pittsburgh
6425721,28986,-0.574,Jeff Weimer,WVUN,3,3,3,8,14:08,0,0,WR,Idaho State,West Virginia
6425771,28986,1.443,Justin Holmes,PAPT,3,1,3,10,13:56,1,9,TE,Marshall,Pittsburgh
6426136,28986,4.071,Justin Smith-Brown,WVUN,3,2,3,10,10:03,1,56,WR,South Carolina State,West Virginia
6426966,28986,1.0,Cataurus Hicks,PAPT,3,0,3,0,06:16,1,3,WR,Louisville,Pittsburgh
6427355,28986,-5.493,Justin Smith-Brown,WVUN,3,2,3,7,05:39,0,0,WR,South Carolina State,West Virginia
6427847,28986,-2.896,Grayson Barnes,WVUN,3,3,3,14,02:32,0,0,TE,Northern Illinois,West Virginia
6428051,28986,-0.336,Deuce Spann,PAPT,3,3,3,11,00:44,1,7,WR,Florida State,Pittsburgh
6428544,28986,0.992,Cam Vaughn,WVUN,3,1,4,10,13:20,0,0,WR,Jacksonville State,West Virginia
6428653,28986,-0.487,Grayson Barnes,WVUN,3,2,4,15,12:36,1,4,TE,Northern Illinois,West Virginia
6429405,28986,-0.313,Cam Vaughn,WVUN,3,2,4,10,07:07,1,3,WR,Jacksonville State,West Virginia
6430294,28986,-0.957,Cam Vaughn,WVUN,3,1,4,10,02:11,0,0,WR,Jacksonville State,West Virginia
6430754,28986,4.306,Grayson Barnes,WVUN,3,3,4,9,02:00,1,34,TE,Northern Illinois,West Virginia
6430891,28986,0.819,Cam Vaughn,WVUN,3,2,4,7,01:38,1,13,WR,Jacksonville State,West Virginia
6430982,28986,-0.432,Grayson Barnes,WVUN,3,1,4,10,00:27,0,0,TE,Northern Illinois,West Virginia
6431027,28986,2.002,Cam Vaughn,WVUN,3,2,4,10,00:23,0,0,WR,Jacksonville State,West Virginia
6431117,28986,1.31,Grayson Barnes,WVUN,3,2,4,2,00:14,1,2,TE,Northern Illinois,West Virginia
6431745,28986,0.885,Jacob Barrick,WVUN,3,2,5,8,14:30,1,7,TE,Jacksonville State,West Virginia
6432133,28986,-0.847,Cataurus Hicks,PAPT,3,2,5,11,13:30,0,0,WR,Louisville,Pittsburgh
6432376,28986,0.0,Justin Holmes,PAPT,3,4,5,20,13:10,0,0,TE,Marshall,Pittsburgh
6438718,28939,2.596,Hudson Clement,ILUN,3,2,3,9,07:10,1,22,WR,West Virginia,Illinois
6438822,28939,1.125,Hudson Clement,ILUN,3,1,3,10,05:52,1,9,WR,West Virginia,Illinois
6435917,28941,1.599,Sam Phillips,IAUN,3,2,2,5,11:21,1,22,WR,Chattanooga,Iowa
6434438,28944,-1.097,Javian Hester,KYUN,3,2,1,8,00:52,0,0,WR,Oklahoma,Kentucky
6434482,28944,-1.551,Kendrick Law,KYUN,3,3,1,8,00:49,0,0,WR,Alabama,Kentucky
6435582,28944,2.326,Hardley Gilmore IV,KYUN,3,2,2,6,11:19,1,32,WR,Nebraska,Kentucky
6440158,28944,-1.55,Hardley Gilmore IV,KYUN,3,3,3,9,12:55,0,0,WR,Nebraska,Kentucky
6441369,28944,0.856,Kendrick Law,KYUN,3,2,3,10,06:01,1,23,WR,Alabama,Kentucky
6434408,28946,-3.77,J. Michael Sturdivant,FLUN,3,3,1,10,06:01,0,0,WR,UCLA,Florida
6435042,28946,1.406,Barion Brown,LAST,3,2,1,10,02:41,1,18,WR,Kentucky,LSU
6436324,28946,0.176,Barion Brown,LAST,3,2,2,13,11:10,1,8,WR,Kentucky,LSU
6436549,28946,0.63,Nic Anderson,LAST,3,2,2,8,08:50,1,9,WR,Oklahoma,LSU
6437227,28946,1.556,J. Michael Sturdivant,FLUN,3,1,2,10,07:32,1,18,WR,UCLA,Florida
6437967,28946,0.04,Bauer Sharp,LAST,3,2,2,7,02:48,1,5,TE,Oklahoma,LSU
6438666,28946,-0.935,J. Michael Sturdivant,FLUN,3,1,2,10,00:39,0,0,WR,UCLA,Florida
6438909,28946,1.078,Bauer Sharp,LAST,3,2,2,10,00:18,0,0,TE,Oklahoma,LSU
6440730,28946,1.376,J. Michael Sturdivant,FLUN,3,1,3,10,13:39,1,18,WR,UCLA,Florida
6441448,28946,-7.075,J. Michael Sturdivant,FLUN,3,3,3,18,08:19,0,0,WR,UCLA,Florida
6442664,28946,-2.562,Bauer Sharp,LAST,3,3,3,2,01:05,1,1,TE,Oklahoma,LSU
6434526,28949,-0.244,Keelan Marion,FLMI,3,1,3,10,13:43,1,4,WR,BYU,Miami
6434559,28949,1.342,CJ Daniels,FLMI,3,2,3,6,13:02,1,10,WR,LSU,Miami
6434877,28949,1.566,Keelan Marion,FLMI,3,1,3,15,12:29,1,15,WR,BYU,Miami
6434974,28949,-3.442,Tony Johnson,FLMI,3,2,3,10,11:29,0,0,WR,Cincinnati,Miami
6436638,28949,1.978,Keelan Marion,FLMI,3,1,3,10,03:02,1,36,WR,BYU,Miami
6437994,28949,-0.689,Keelan Marion,FLMI,3,2,4,5,12:08,1,2,WR,BYU,Miami
6438068,28949,3.779,Tony Johnson,FLMI,3,3,4,3,11:25,1,51,WR,Cincinnati,Miami
6435125,28960,0.701,Malachi Fields,INND,3,3,1,7,02:27,1,6,WR,Virginia,Notre Dame
6435474,28960,-1.979,Malachi Fields,INND,3,3,2,4,15:00,0,0,WR,Virginia,Notre Dame
6435880,28960,1.938,Mario Craver,TXAM,3,2,2,9,14:18,1,12,WR,Mississippi State,Texas A&M
6435988,28960,1.224,KC Concepcion,TXAM,3,1,2,10,13:53,1,16,WR,NC State,Texas A&M
6436074,28960,3.746,KC Concepcion,TXAM,3,1,2,10,13:14,1,45,WR,NC State,Texas A&M
6436275,28960,-0.952,Malachi Fields,INND,3,1,2,10,12:23,0,0,WR,Virginia,Notre Dame
6436894,28960,1.853,Mario Craver,TXAM,3,2,2,9,09:08,1,11,WR,Mississippi State,Texas A&M
6437113,28960,-1.142,KC Concepcion,TXAM,3,2,2,8,07:30,0,0,WR,NC State,Texas A&M
6437155,28960,3.41,Mario Craver,TXAM,3,3,2,8,07:25,1,21,WR,Mississippi State,Texas A&M
6437430,28960,-0.835,KC Concepcion,TXAM,3,1,2,2,05:41,0,0,WR,NC State,Texas A&M
6437888,28960,2.005,Malachi Fields,INND,3,3,2,3,04:17,1,10,WR,Virginia,Notre Dame
6438042,28960,1.561,Mario Craver,TXAM,3,1,2,10,03:31,1,31,WR,Mississippi State,Texas A&M
6438922,28960,0.795,Malachi Fields,INND,3,1,2,10,01:11,1,6,WR,Virginia,Notre Dame
6441292,28960,4.273,Malachi Fields,INND,3,3,3,13,13:28,1,27,WR,Virginia,Notre Dame
6441778,28960,-0.869,KC Concepcion,TXAM,3,2,3,9,10:55,0,0,WR,NC State,Texas A&M
6441848,28960,-0.236,Mario Craver,TXAM,3,3,3,9,10:49,0,0,WR,Mississippi State,Texas A&M
6442152,28960,1.187,Will Pauling,INND,3,3,3,7,09:51,1,8,WR,Wisconsin,Notre Dame
6442520,28960,-0.931,Amari Niblack,TXAM,3,1,3,10,07:07,0,0,TE,Texas,Texas A&M
6442617,28960,-1.811,Mario Craver,TXAM,3,3,3,6,06:23,0,0,WR,Mississippi State,Texas A&M
6442859,28960,1.028,Malachi Fields,INND,3,1,3,10,06:11,1,14,WR,Virginia,Notre Dame
6435232,28961,-5.771,Max Klare,OHST,3,1,2,10,01:26,0,0,TE,Purdue,Ohio State
6441057,28961,-6.532,Max Klare,OHST,3,1,4,10,10:35,0,0,TE,Purdue,Ohio State
6434259,28962,1.146,Jaden Platt,ARUN,3,1,2,10,11:31,1,13,TE,Texas A&M,Arkansas
6434549,28962,-0.656,Jalen Brown,ARUN,3,2,2,8,08:11,0,0,WR,Florida State,Arkansas
6434610,28962,2.111,O'Mega Blake,ARUN,3,3,2,8,08:04,0,0,WR,Charlotte,Arkansas
6435176,28962,-0.778,De'Zhaun Stribling,MSUN,3,1,2,10,06:35,0,0,WR,Oklahoma State,Ole Miss
6435230,28962,-1.047,Harrison Wallace III,MSUN,3,2,2,10,06:27,0,0,WR,Penn State,Ole Miss
6435402,28962,-0.066,Deuce Alexander,MSUN,3,2,2,2,05:49,1,1,WR,Wake Forest,Ole Miss
6435673,28962,1.72,Harrison Wallace III,MSUN,3,2,2,4,03:23,1,4,WR,Penn State,Ole Miss
6436207,28962,-0.611,Jalen Brown,ARUN,3,1,2,10,02:00,0,0,WR,Florida State,Arkansas
6436221,28962,-0.838,O'Mega Blake,ARUN,3,2,2,10,01:52,0,0,WR,Charlotte,Arkansas
6436720,28962,1.879,Harrison Wallace III,MSUN,3,2,2,10,00:42,1,15,WR,Penn State,Ole Miss
6436922,28962,1.482,Deuce Alexander,MSUN,3,2,2,12,00:18,1,21,WR,Wake Forest,Ole Miss
6436942,28962,-2.391,Harrison Wallace III,MSUN,3,1,2,10,00:09,0,0,WR,Penn State,Ole Miss
6438631,28962,-1.366,Harrison Wallace III,MSUN,3,3,3,6,14:02,0,0,WR,Penn State,Ole Miss
6438805,28962,1.631,O'Mega Blake,ARUN,3,2,3,7,13:09,1,10,WR,Charlotte,Arkansas
6438911,28962,2.592,Rohan Jones,ARUN,3,2,3,8,12:00,1,21,TE,Montana State,Arkansas
6439463,28962,0.419,Harrison Wallace III,MSUN,3,1,3,10,08:26,1,7,WR,Penn State,Ole Miss
6439516,28962,2.746,Harrison Wallace III,MSUN,3,2,3,3,07:57,1,40,WR,Penn State,Ole Miss
6439545,28962,-0.607,Caleb Odom,MSUN,3,1,3,10,07:31,0,0,WR,Alabama,Ole Miss
6439597,28962,1.05,Deuce Alexander,MSUN,3,2,3,10,07:25,1,13,WR,Wake Forest,Ole Miss
6439825,28962,1.807,Harrison Wallace III,MSUN,3,2,3,18,05:21,1,17,WR,Penn State,Ole Miss
6439877,28962,2.562,De'Zhaun Stribling,MSUN,3,3,3,6,05:01,1,6,WR,Oklahoma State,Ole Miss
6440169,28962,0.692,O'Mega Blake,ARUN,3,2,3,8,04:33,1,7,WR,Charlotte,Arkansas
6440227,28962,1.559,O'Mega Blake,ARUN,3,3,3,1,03:50,1,10,WR,Charlotte,Arkansas
6440654,28962,-1.105,O'Mega Blake,ARUN,3,3,3,14,00:35,0,0,WR,Charlotte,Arkansas
6441052,28962,2.234,Deuce Alexander,MSUN,3,2,4,5,15:00,1,35,WR,Wake Forest,Ole Miss
6441865,28962,-0.532,De'Zhaun Stribling,MSUN,3,1,4,7,13:01,1,0,WR,Oklahoma State,Ole Miss
6442378,28962,0.018,Raylen Sharpe,ARUN,3,2,4,8,09:11,1,5,WR,Fresno State,Arkansas
6442454,28962,0.85,Raylen Sharpe,ARUN,3,1,4,10,08:07,1,18,WR,Fresno State,Arkansas
6442589,28962,0.508,Jaden Platt,ARUN,3,1,4,9,05:41,1,6,TE,Texas A&M,Arkansas
6442886,28962,-1.167,Harrison Wallace III,MSUN,3,2,4,10,04:50,0,0,WR,Penn State,Ole Miss
6442996,28962,-0.955,Jalen Brown,ARUN,3,1,4,10,04:01,0,0,WR,Florida State,Arkansas
6443029,28962,2.283,Jalen Brown,ARUN,3,2,4,10,03:53,1,15,WR,Florida State,Arkansas
6443052,28962,-0.931,Jalen Brown,ARUN,3,1,4,10,03:23,0,0,WR,Florida State,Arkansas
6443092,28962,2.288,O'Mega Blake,ARUN,3,2,4,10,03:18,1,18,WR,Charlotte,Arkansas
6436445,28964,-0.121,Michael Jackson III,INPU,3,1,3,10,11:39,1,4,WR,Georgia,Purdue
6436512,28964,2.584,Nitro Tuggle,INPU,3,3,3,10,10:27,1,13,WR,Georgia,Purdue
6437833,28964,1.248,EJ Horton Jr.,INPU,3,2,3,5,04:35,1,11,WR,Florida Atlantic,Purdue
6437892,28964,-1.04,EJ Horton Jr.,INPU,3,2,3,4,03:41,0,0,WR,Florida Atlantic,Purdue
6437955,28964,2.527,Nitro Tuggle,INPU,3,3,3,4,03:37,1,33,WR,Georgia,Purdue
6438553,28964,-0.687,Nitro Tuggle,INPU,3,1,3,10,00:51,0,0,WR,Georgia,Purdue
6438619,28964,-0.268,Michael Jackson III,INPU,3,2,3,10,00:47,1,4,WR,Georgia,Purdue
6438682,28964,2.196,Michael Jackson III,INPU,3,3,3,6,00:07,1,31,WR,Georgia,Purdue
6439051,28964,2.401,Nitro Tuggle,INPU,3,2,4,9,14:23,1,9,WR,Georgia,Purdue
6440180,28964,2.69,Michael Jackson III,INPU,3,2,4,10,08:18,1,22,WR,Georgia,Purdue
6440204,28964,-0.827,EJ Horton Jr.,INPU,3,1,4,10,08:02,0,0,WR,Florida Atlantic,Purdue
6440242,28964,0.359,EJ Horton Jr.,INPU,3,2,4,10,07:56,1,7,WR,Florida Atlantic,Purdue
6440261,28964,1.565,EJ Horton Jr.,INPU,3,3,4,3,07:34,1,13,WR,Florida Atlantic,Purdue
6440277,28964,0.332,Michael Jackson III,INPU,3,1,4,10,07:12,1,6,WR,Georgia,Purdue
6440316,28964,-0.769,Michael Jackson III,INPU,3,2,4,4,06:44,1,0,WR,Georgia,Purdue
6440334,28964,0.846,Michael Jackson III,INPU,3,3,4,4,06:13,0,0,WR,Georgia,Purdue
6440402,28964,0.331,Michael Jackson III,INPU,3,1,4,10,06:07,0,0,WR,Georgia,Purdue
6440466,28964,-0.425,Michael Jackson III,INPU,3,1,4,10,05:52,0,0,WR,Georgia,Purdue
6440538,28964,-5.594,Nitro Tuggle,INPU,3,2,4,10,05:45,0,0,WR,Georgia,Purdue
6434020,28967,2.207,Jordan Dingle,SCUN,3,1,1,10,09:33,1,33,TE,Kentucky,South Carolina
6436818,28967,0.878,Tre Richardson,TNVA,3,1,2,10,07:55,1,8,WR,Washburn,Vanderbilt
6437173,28967,3.276,Tre Richardson,TNVA,3,3,2,9,04:18,1,11,WR,Washburn,Vanderbilt
6439067,28967,0.968,Tre Richardson,TNVA,3,1,2,10,00:20,1,8,WR,Washburn,Vanderbilt
6440674,28967,-1.007,Jordan Dingle,SCUN,3,2,3,9,14:28,1,1,TE,Kentucky,South Carolina
6441671,28967,-1.918,Tre Richardson,TNVA,3,3,3,2,06:35,0,0,WR,Washburn,Vanderbilt
6442449,28967,1.545,Jordan Dingle,SCUN,3,2,3,8,00:34,1,9,TE,Kentucky,South Carolina
6442743,28967,-1.048,Jordan Dingle,SCUN,3,2,4,7,13:53,0,0,TE,Kentucky,South Carolina
6442799,28967,-3.218,Jordan Dingle,SCUN,3,4,4,3,13:24,0,0,TE,Kentucky,South Carolina
6434942,28970,-0.961,Jordan Dwyer,TXCU,3,1,1,10,07:46,0,0,WR,Idaho,TCU
6435022,28970,2.905,Joseph Manjack IV,TXCU,3,3,1,6,07:12,1,15,WR,Houston,TCU
6435040,28970,-0.827,Jordan Dwyer,TXCU,3,1,1,10,06:54,0,0,WR,Idaho,TCU
6435243,28970,0.845,Jordan Dwyer,TXCU,3,1,1,10,05:00,1,23,WR,Idaho,TCU
6438211,28970,-0.256,Jordan Dwyer,TXCU,3,1,2,10,02:18,1,2,WR,Idaho,TCU
6441193,28970,-1.16,Joseph Manjack IV,TXCU,3,2,3,11,09:51,0,0,WR,Houston,TCU
6441230,28970,5.126,Joseph Manjack IV,TXCU,3,3,3,11,09:45,1,51,WR,Houston,TCU
6441304,28970,2.433,Jordan Dwyer,TXCU,3,2,3,6,09:06,1,21,WR,Idaho,TCU
6442328,28970,-1.116,Jordan Dwyer,TXCU,3,2,3,13,03:04,0,0,WR,Idaho,TCU
6442371,28970,3.879,Jordan Dwyer,TXCU,3,3,3,13,02:59,1,31,WR,Idaho,TCU
6442399,28970,-0.01,Joseph Manjack IV,TXCU,3,1,3,10,02:32,1,4,WR,Houston,TCU
6442464,28970,1.215,Jordan Dwyer,TXCU,3,3,3,6,01:48,1,12,WR,Idaho,TCU
6434285,28974,-1.128,Reggie Virgil,TXTC,3,2,3,4,14:21,0,0,WR,Miami (OH),Texas Tech
6434395,28974,0.82,Reggie Virgil,TXTC,3,1,3,10,14:00,1,8,WR,Miami (OH),Texas Tech
6434801,28974,2.916,Terrance Carter Jr.,TXTC,3,1,3,15,11:34,1,23,TE,Louisiana,Texas Tech
6435768,28974,3.503,Reggie Virgil,TXTC,3,3,3,4,05:50,1,21,WR,Miami (OH),Texas Tech
6436402,28977,-0.65,Cooper Barkate,NCDU,3,1,1,10,01:16,0,0,WR,Harvard,Duke
6436510,28977,-0.674,Cooper Barkate,NCDU,3,2,1,5,00:13,0,0,WR,Harvard,Duke
6437653,28977,2.62,Andrel Anthony,NCDU,3,3,2,4,11:06,0,0,WR,Oklahoma,Duke
6437886,28977,-1.945,Cooper Barkate,NCDU,3,3,2,7,09:25,0,0,WR,Harvard,Duke
6440050,28977,3.119,Cooper Barkate,NCDU,3,3,2,10,01:11,1,14,WR,Harvard,Duke
6440153,28977,0.63,Andrel Anthony,NCDU,3,1,2,10,00:49,1,2,WR,Oklahoma,Duke
6441861,28977,0.807,Cooper Barkate,NCDU,3,1,3,10,13:55,1,15,WR,Harvard,Duke
6442101,28977,2.538,Landen King,NCDU,3,3,3,3,11:52,1,3,TE,Utah,Duke
6435683,28985,0.789,Isaiah Spencer,VAPI,3,1,2,10,00:53,1,8,WR,Jackson State,Virginia Tech
6439910,28985,2.107,Donavon Greene,VAPI,3,1,3,10,04:36,1,10,WR,Wake Forest,Virginia Tech
6440442,28985,0.427,Isaiah Spencer,VAPI,3,1,3,10,01:44,1,7,WR,Jackson State,Virginia Tech
6440810,28985,0.597,Isaiah Spencer,VAPI,3,1,4,10,14:36,1,17,WR,Jackson State,Virginia Tech
6440882,28985,1.215,Donavon Greene,VAPI,3,2,4,11,13:41,1,10,WR,Wake Forest,Virginia Tech
6442274,28985,-0.492,Isaiah Spencer,VAPI,3,1,4,10,04:35,0,0,WR,Jackson State,Virginia Tech
6442345,28985,2.886,Donavon Greene,VAPI,3,2,4,10,04:28,1,23,WR,Wake Forest,Virginia Tech
6442668,28985,1.699,Donavon Greene,VAPI,3,1,4,15,04:19,1,13,WR,Wake Forest,Virginia Tech
6442944,28985,2.793,Donavon Greene,VAPI,3,3,4,10,02:28,1,21,WR,Wake Forest,Virginia Tech
6434167,28987,-0.662,Tobias Merriweather,UTUN,3,2,1,10,11:45,1,7,WR,California,Utah
6436959,28987,-0.768,Tobias Merriweather,UTUN,3,1,2,10,10:52,0,0,WR,California,Utah
6439459,28987,-0.806,Tobias Merriweather,UTUN,3,1,2,10,01:21,0,0,WR,California,Utah
6441283,28987,1.519,Tobias Merriweather,UTUN,3,2,3,9,13:46,1,15,WR,California,Utah
6442762,28987,2.871,Larry Simmons,UTUN,3,2,3,8,00:31,1,8,WR,Southern Miss,Utah
6445495,28921,-0.079,Khamari Anderson,AZST,3,1,2,10,06:01,1,4,TE,Kentucky,Arizona State
6445513,28921,-0.516,Khamari Anderson,AZST,3,1,2,10,04:26,0,0,TE,Kentucky,Arizona State
6446668,28921,-0.978,Jaren Hamilton,AZST,3,1,4,10,12:18,0,0,WR,Alabama,Arizona State
6443553,28927,-2.012,Jacob De Jesus,CAUN,3,3,1,5,13:48,0,0,WR,UNLV,California
6443712,28927,2.209,Drew Biber,MNUN,3,2,1,7,12:58,1,17,TE,Purdue,Minnesota
6443773,28927,-1.731,Logan Loya,MNUN,3,3,1,7,11:16,0,0,WR,UCLA,Minnesota
